date,x,y,z,w
1553703001,-0.8153049586816166,0.5790309435249836,0.0005901495160068757,-0.0008015692629018665
1553703002,-0.8153262421060903,0.5790010055029731,0.000507231805549448,-0.0008350303002729028
1553703003,-0.8156366312714408,0.5785632985682422,0.0006830104900791771,-0.0009637295684396269
1553703004,-0.8155660321123782,0.5786632233329821,0.0006138055304114225,-0.0007378815117059397
1553703005,-0.8155122618856027,0.5787388422588605,0.0006358457349072107,-0.0008359876215463597
1553703006,-0.815554658560556,0.5786793216628662,0.0005275739473094163,-0.0007504969756270845
1553703007,-0.8153037476088514,0.5790325846057103,0.0006006543776464693,-0.0008392342414607845
1553703008,-0.8151557885714348,0.579240953632641,0.0005363373668795399,-0.0008187401661823941
1553703009,-0.8151769596470113,0.5792109794631952,0.0006114757383069246,-0.0008898468196193561
1553703010,-0.8153720721575731,0.5789363340333009,0.0005762771818013493,-0.0008791963134797047
1553703011,-0.8154583203810104,0.5788145938478115,0.0006514469185720441,-0.000984523786914619
1553703012,-0.8154060680328624,0.5788883913180691,0.0005914220842995866,-0.0009082027766208026
1553703013,-0.8153521107121197,0.5789644650604042,0.000643847718873982,-0.0008180554541829708
1553703014,-0.815266118349568,0.5790856389711155,0.0006372635005727392,-0.0007569041378844459
1553703015,-0.8151903061450371,0.5791922176808834,0.0006896370096550658,-0.0008149514438297578
1553703016,-0.815300098976893,0.579037634212981,0.0006573189489440406,-0.0008571494043834718
1553703017,-0.815316094783157,0.5790152492959807,0.0006912290049827295,-0.0007272363566313917
1553703018,-0.8154276562053813,0.5788578454823989,0.0006999455387352432,-0.0009177663736984325
1553703019,-0.8154275911715364,0.5788582712861682,0.0005397160752511071,-0.0008087189453623768
1553703020,-0.8151733396042733,0.5792161049131596,0.0006629792239102458,-0.0008310632903203067
1553703021,-0.8150074349790111,0.5794495531820332,0.0006096850851740819,-0.0008511933810351459
1553703022,-0.8149536129480622,0.5795251447206358,0.0006994508429121912,-0.0008521431479306781
1553703023,-0.8150865637902153,0.5793382881065059,0.0005543576366090084,-0.0008568255908528808
1553703024,-0.8151778436358893,0.5792100493923662,0.0005350813178771924,-0.0007180640760796179
1553703025,-0.8151814958254296,0.5792044965242282,0.000739825179116962,-0.0008559956976524267
1553703026,-0.8153921734573872,0.5789081257596044,0.0006336629265941662,-0.0007641107484773567
1553703027,-0.8151481890161862,0.5792515312803551,0.0006871542184017716,-0.000788208142242127
1553703028,-0.8150338519809732,0.5794123074116543,0.0006333552563892707,-0.000892751969260121
1553703029,-0.8149985466641159,0.5794621450144555,0.0005653334941419915,-0.0008196515512858105
1553703030,-0.8152418610907067,0.5791195618244019,0.000735389241689315,-0.0008368036429864472
1553703031,-0.8154359450854394,0.5788461351210332,0.0007486605336778872,-0.0009004584744046381
1553703032,-0.8153662581276516,0.5789442101698274,0.0008166906638165921,-0.0008942226265355491
1553703033,-0.8153101310740665,0.5790236194380912,0.0006172061481839006,-0.0008107757837000417
1553703034,-0.8155023903084863,0.5787524739580482,0.0007483579349444368,-0.0009301876076673671
1553703035,-0.8154149837732069,0.5788758801998065,0.0006547332111543594,-0.0008311952010278506
1553703036,-0.8152296511825115,0.57913675743885,0.0007053235229396506,-0.0008570500469958629
1553703037,-0.8154476668579034,0.5788300360315468,0.0006273175361260348,-0.0007060286320080603
1553703038,-0.8152247015585925,0.5791438996618574,0.000687550321343098,-0.0007461418871705654
1553703039,-0.8151083018260645,0.5793077585631395,0.0005379828716101315,-0.0008292992282257973
1553703040,-0.8149584171988681,0.5795185194775946,0.0005436117662134165,-0.0008765303533234038
1553703041,-0.8151330135200062,0.5792727377514254,0.0006853564196332014,-0.000892106686425958
1553703042,-0.8152641444211626,0.5790882974066799,0.0006841882629392669,-0.0008065446568116707
1553703043,-0.8153752487563759,0.5789319710816713,0.0006422702588016911,-0.000751041865545676
1553703044,-0.8153993529648248,0.5788977504658074,0.0006732610846001467,-0.0009145543641091146
1553703045,-0.8153848935758493,0.578918507596206,0.0005429255640849887,-0.0007362898303523161
1553703046,-0.8154095778276165,0.5788834026747233,0.0006731440704396762,-0.0008794155916047723
1553703047,-0.8155575196729951,0.5786749808358195,0.0006927779012255263,-0.0008477725375937558
1553703048,-0.8156498100316191,0.5785449223770898,0.0005749604661969524,-0.0009108279383808429
1553703049,-0.8155315006304382,0.5787119056815796,0.0005510477228159823,-0.000773335804815466
1553703050,-0.8152099133087072,0.5791647795040392,0.0005783472662983216,-0.0007879972634108828
1553703051,-0.8151290566943864,0.5792787185783997,0.00047899514150590125,-0.000746792033305599
1553703052,-0.8151087495879434,0.5793069833360668,0.0007344249099362656,-0.0007784749814833046
1553703053,-0.8152182815994794,0.5791528725180676,0.0006545815817018287,-0.0008216586976466949
1553703054,-0.8153033891996442,0.5790326829774362,0.0007945428547855337,-0.000950949618879087
1553703055,-0.8157703346086714,0.5783749469828804,0.0005933029454647607,-0.0009109701540835573
1553703056,-0.8155824645837983,0.5786402454561664,0.00036771620159405886,-0.0007580149337711229
1553703057,-0.8154716787653616,0.578795826037765,0.0007076240779442263,-0.0009122286052393593
1553703058,-0.8154092990331006,0.5788839556178601,0.0005632526865250151,-0.0008507202701440613
1553703059,-0.81559978016621,0.5786152787160993,0.0007237338352509097,-0.0009132570592118401
1553703060,-0.8156704065626951,0.5785160076305325,0.000513793284212519,-0.0008676344497073791
1553703061,-0.8157283378542924,0.5784339930334159,0.0007338253052964985,-0.0009252163599466024
1553703062,-0.8157274654556819,0.578435200615873,0.0008023669311827663,-0.000881474351366363
1553703063,-0.8159553442888372,0.5781144046792155,0.0004086154704733691,-0.000666530028576324
1553703064,-0.8156762075506809,0.5785079306554906,0.0005699579013019978,-0.0007574644751609287
1553703065,-0.815539782192366,0.5787000440466338,0.0006391468284363639,-0.0008450877967339735
1553703066,-0.8156268012874248,0.5785773880041976,0.0007479590016265193,-0.0007534382628205506
1553703067,-0.8156054604036659,0.5786075478693908,0.0006757448507848517,-0.0007628087515268515
1553703068,-0.8153562177203016,0.5789587961885952,0.0005093634852538001,-0.0008313179515275615
1553703069,-0.8155486383228093,0.5786873711864342,0.0007299702783268396,-0.0009011673200025626
1553703070,-0.8154966796963751,0.5787609960350739,0.0006163800181668536,-0.0007035256569956134
1553703071,-0.8153250174125498,0.5790023576606955,0.0007258928287605981,-0.0009267600458106918
1553703072,-0.8152187173205291,0.5791522545380363,0.0006512959609977688,-0.0008275308767869298
1553703073,-0.8151611417492085,0.5792333912700394,0.0006578062876598462,-0.0007474696140754973
1553703074,-0.8150990947427913,0.5793207082439099,0.0006081621416289647,-0.0007828716793407681
1553703075,-0.815081405352083,0.5793454963618292,0.000669263807783641,-0.0008065857019557619
1553703076,-0.8152528281206977,0.5791042288587755,0.0006854825206025005,-0.0008052780891563298
1553703077,-0.8151822887118174,0.5792036946850057,0.0005639463636575011,-0.000773432803000955
1553703078,-0.81499762562677,0.579463568480412,0.000518102568511633,-0.0007580213732753104
1553703079,-0.814716124387241,0.5798592597791046,0.0005724956115741836,-0.0007401085307749951
1553703080,-0.8147450879107676,0.5798178395875171,0.0008516168433853426,-0.0009946708459043362
1553703081,-0.8150297190334149,0.5794183979541262,0.0005088941412083492,-0.0007862768847346627
1553703082,-0.8150868678296197,0.5793376516917111,0.0007454578415826098,-0.0008529458600772581
1553703083,-0.815439685413519,0.5788412912646481,0.0005049462440132375,-0.0007899424451094434
1553703084,-0.815584332422923,0.578637360518772,0.0006606070243046895,-0.0007518753107561212
1553703085,-0.8155561501294841,0.5786771115077167,0.0006434143267663101,-0.0007433848693548036
1553703086,-0.8154923614847438,0.5787670322500575,0.0005375523571482025,-0.0008011104543299586
1553703087,-0.8153488588121965,0.5789691194676302,0.0006343016365686679,-0.0007712314566407029
1553703088,-0.8152245417671444,0.5791443603194982,0.0005062391187103364,-0.0007072005537988675
1553703089,-0.8153580420353055,0.5789561341935113,0.0006090580000164967,-0.0008288645309640101
1553703090,-0.8154652446783396,0.5788054048939051,0.0005209279402751962,-0.0006830969032233132
1553703091,-0.8153922795054854,0.5789081443382628,0.0004917609172578769,-0.0007410215097012401
1553703092,-0.8152579572607659,0.5790970271256916,0.0006352871077484938,-0.0008322905021502334
1553703093,-0.8154666717254637,0.5788025527604679,0.0008273598189876616,-0.0010137547488898579
1553703094,-0.8154548504882108,0.5788198114203448,0.0005899041531997787,-0.000815313225821222
1553703095,-0.8155317884146618,0.5787114958306379,0.0006064537162592716,-0.0007340930043510509
1553703096,-0.8153366575711289,0.5789862496722532,0.0006304628503675418,-0.000812420945911294
1553703097,-0.8152875001943206,0.5790554409979023,0.0007177740519827005,-0.0007570191746370506
1553703098,-0.8152728065707511,0.5790763765477069,0.0005393840265220797,-0.0007141817002592505
1553703099,-0.8151209487415894,0.5792899069339116,0.0005434376487854623,-0.0008644782433894042
1553703100,-0.8150816199028131,0.5793452862794856,0.0006425657733503375,-0.0007610989252824196
1553703101,-0.8153253234943951,0.5790022393652824,0.0006082030371087617,-0.0008085590973152192
1553703102,-0.8153132143696479,0.5790191764714209,0.0005814287434724836,-0.0009042639031666628
